Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10
2,82,7,242,153,2,3,2,28,8
2,52,2,418,8,2,3,1,14,0
1,81,8,695,6,2,2,2,35,8
2,3,1,407,187,1,0,2,71,1
1,11,10,939,120,1,0,1,102,2
2,36,7,483,51,1,2,2,45,7
2,64,4,198,130,2,3,1,56,5
2,38,10,280,27,2,5,2,2,10
1,90,4,339,21,2,0,1,86,6
2,71,2,73,133,2,4,2,54,1
1,37,7,712,149,1,3,2,29,1
1,51,2,415,91,1,4,2,26,3
2,4,6,477,11,1,4,2,4,4
1,86,3,149,19,1,0,2,82,0
1,49,6,34,68,2,3,1,93,3
1,18,8,250,120,2,3,2,0,2
1,88,8,659,194,2,0,1,20,3
1,19,8,669,149,2,2,1,38,0
1,77,7,556,11,2,0,1,37,5
2,67,3,533,4,2,3,1,94,9
1,77,6,974,151,2,1,2,15,4
2,70,6,623,66,1,3,2,57,3
2,68,2,833,137,1,1,2,35,0
2,25,8,134,84,2,0,2,28,3
2,34,10,663,104,2,2,1,7,0
1,68,6,149,57,2,0,2,35,3
1,71,7,420,54,1,4,1,68,8
1,96,9,493,49,2,4,1,34,9
2,95,9,213,65,2,5,2,97,2
1,64,6,626,139,1,3,2,95,10
1,54,1,108,63,1,5,1,98,1
1,75,9,112,22,2,0,1,72,3
1,83,6,824,94,1,0,2,13,7
2,15,1,147,28,1,3,1,46,4
1,63,4,638,117,2,5,1,69,1
1,55,6,108,194,1,4,1,41,0
2,20,4,402,152,1,5,2,14,3
2,22,7,346,187,2,3,1,53,5
2,98,2,687,54,2,1,1,26,7
2,85,8,88,193,1,2,1,52,9
1,98,5,493,155,2,1,2,8,3
1,96,5,4,7,2,5,2,54,7
2,58,6,356,141,2,2,2,15,10
1,9,5,808,5,2,0,1,42,4
1,74,4,889,131,2,2,1,102,5
1,51,9,258,13,1,1,1,24,6
2,47,1,232,29,1,0,1,20,3
1,61,3,140,155,2,5,2,102,10
2,16,8,809,142,2,5,2,36,1
2,87,2,791,136,1,2,1,41,2
1,98,9,668,155,1,4,1,72,9
1,26,7,605,83,1,2,1,7,5
1,90,1,981,52,1,4,1,31,8
2,49,9,650,118,1,1,2,48,7
1,9,3,496,1,1,2,2,15,9
2,82,6,843,91,2,0,1,56,2
2,28,7,196,192,2,4,1,87,8
1,89,3,489,116,2,4,1,83,9
1,90,0,193,48,1,5,1,41,7
2,18,4,762,84,1,3,2,100,8
2,8,7,846,108,2,4,1,54,1
1,47,10,407,25,2,2,2,46,1
1,1,7,118,47,1,0,1,23,6
2,34,9,922,86,1,3,1,87,8
2,1,1,277,179,2,3,1,84,0
2,26,1,733,148,2,4,1,15,2
1,5,10,168,66,2,2,1,35,9
2,93,9,703,51,1,5,2,41,4
1,40,1,356,138,1,4,1,84,5
1,53,5,601,168,2,0,1,79,1
1,47,9,965,100,2,0,2,101,10
1,47,4,556,154,1,4,1,84,9
1,7,10,346,200,2,5,1,42,0
1,9,0,575,155,1,2,2,68,10
1,54,8,533,197,1,2,2,37,9
2,17,4,617,51,1,1,1,59,5
1,88,6,707,68,1,5,2,79,1
1,34,4,702,77,2,1,2,7,2
1,22,9,276,24,1,3,1,2,7
1,91,10,725,10,1,4,1,65,3
1,45,9,283,81,2,3,2,61,0
2,42,6,797,118,1,2,2,38,5
2,32,2,617,100,2,0,2,83,9
2,65,10,375,103,2,0,1,55,1
1,86,0,731,75,1,4,2,9,0
2,83,5,209,0,1,1,2,30,1
2,17,8,541,98,2,5,1,15,2
1,66,4,592,66,1,0,2,25,6
2,32,4,703,191,1,5,2,35,9
1,53,3,728,194,2,0,2,30,6
1,37,0,236,152,1,0,2,95,9
2,42,6,948,88,2,4,1,85,6
2,82,0,957,6,1,3,2,60,4
1,40,2,570,106,2,1,2,29,2
1,21,5,542,58,1,2,2,20,2
1,33,2,172,138,2,0,2,105,7
1,13,6,1,145,1,2,1,44,3
1,27,1,415,86,2,3,2,12,5
1,60,10,361,7,2,2,1,90,0
1,74,10,387,62,2,1,2,86,5
1,45,2,580,7,1,1,2,30,0
1,66,0,823,56,1,2,1,82,6
2,57,4,492,13,2,0,2,24,0
2,81,9,632,38,1,5,2,11,0
1,48,8,938,34,2,3,2,27,0
1,64,6,442,92,2,1,2,33,10
2,83,8,774,149,2,0,2,2,5
1,44,9,930,133,1,3,2,42,0
1,45,7,280,148,2,2,2,51,5
1,62,0,790,104,1,2,1,0,3
2,97,1,247,108,2,3,2,54,4
2,44,1,381,74,2,0,1,1,5
1,39,0,525,105,2,0,2,91,1
1,43,7,496,57,2,1,1,70,3
2,1,0,982,3,1,1,2,14,8
1,31,1,815,129,1,0,1,1,6
1,50,9,351,177,1,5,2,87,5
1,75,4,628,166,1,4,1,79,4
2,35,7,685,2,2,4,1,104,6
1,70,8,739,196,1,1,2,98,0
1,83,0,284,81,2,5,1,81,0
2,96,6,22,186,2,5,2,49,1
2,53,7,889,102,1,1,2,41,0
1,84,7,357,178,2,2,2,21,5
1,86,9,477,109,1,4,1,39,7
1,56,9,690,84,1,5,2,9,8
1,35,9,275,72,1,5,2,63,7
1,62,3,569,68,1,2,1,87,6
2,94,3,756,96,2,0,1,8,4
2,48,3,477,95,1,2,1,16,8
2,48,3,55,134,2,2,2,3,6
1,89,7,474,140,1,5,2,21,4
1,52,8,972,112,1,5,1,56,1
1,9,5,925,178,1,4,1,41,2
1,24,5,121,113,2,3,1,97,10
2,97,4,944,141,2,5,1,44,3
1,27,8,649,87,1,3,1,78,9
2,56,2,517,158,2,5,2,99,2
2,79,9,517,94,1,4,1,92,3
2,80,5,157,23,2,4,2,61,4
2,8,2,606,36,1,5,1,32,7
1,89,5,548,66,2,4,1,29,0
2,11,9,542,197,2,0,2,37,5
1,85,7,960,113,2,2,1,53,10
2,35,1,346,37,2,0,2,99,1
1,84,8,584,46,2,4,1,87,0
1,77,5,962,104,2,1,1,75,5
1,16,10,439,48,2,3,2,64,10
1,98,2,855,4,1,0,2,77,0
1,10,7,88,62,2,3,2,28,5
1,61,3,494,147,1,2,2,42,10
1,5,3,483,37,1,4,2,20,9
2,64,0,36,187,1,1,1,19,4
2,10,3,254,45,1,1,2,61,2
2,2,0,653,110,2,5,2,97,6
2,46,3,386,45,1,4,2,40,1
1,92,3,198,133,2,5,2,61,6
1,46,2,361,87,2,1,1,33,2
1,31,3,23,137,2,2,1,55,10
1,94,6,576,175,1,0,1,5,5
2,75,8,543,106,2,3,2,28,10
2,94,5,174,170,2,3,2,8,8
2,69,10,478,94,2,3,1,8,10
1,82,9,843,137,2,5,2,55,1
2,66,10,465,165,2,2,2,88,10
1,4,1,645,0,1,1,2,81,1
1,48,8,313,174,2,3,2,56,7
1,18,1,896,86,1,0,1,84,3
1,41,2,757,12,1,0,2,14,7
1,75,10,48,159,1,2,1,41,2
2,2,9,362,2,1,4,1,58,10
1,64,9,949,58,2,0,2,100,6
2,70,8,614,157,2,4,1,96,7
2,81,10,435,184,2,3,1,93,8
2,53,5,176,186,2,3,1,16,0
2,91,1,515,46,2,1,1,11,0
2,7,10,867,119,1,0,2,47,9
2,71,0,913,27,2,1,2,102,6
2,68,10,0,72,2,5,1,94,7
1,51,7,442,65,2,0,2,80,7
1,84,6,869,62,1,0,1,25,2
2,19,1,407,166,1,1,2,34,8
2,51,6,439,75,1,4,1,56,2
1,84,0,0,168,1,2,2,43,0
1,50,9,720,4,1,2,2,73,0
1,89,8,463,101,1,1,1,32,2
2,30,5,595,74,1,1,2,9,0
2,23,2,294,6,1,2,1,84,3
2,99,0,93,77,2,5,1,37,2
1,61,2,73,65,2,5,2,77,4
1,27,3,555,162,2,3,1,93,6
2,55,4,943,59,2,1,2,38,4
2,59,9,55,103,1,4,2,49,0
1,31,2,90,189,1,4,2,31,5
1,86,8,679,43,2,1,1,96,6
1,100,8,627,48,1,0,2,59,6
2,46,5,247,138,1,3,1,45,2
2,27,6,653,5,1,3,2,26,10
2,15,2,592,134,2,0,1,53,0
1,84,10,958,88,2,1,2,35,5
1,26,4,968,106,2,1,1,47,5
2,72,3,191,7,2,2,2,20,8
1,12,5,453,86,2,4,1,6,8
2,59,9,770,102,1,4,2,13,0
1,86,2,234,41,1,4,2,31,8
1,21,7,832,122,2,1,2,3,10
2,4,2,682,56,2,4,1,98,1
1,57,9,957,65,1,3,2,84,6
2,62,0,219,119,2,5,1,86,3
2,21,1,646,167,1,4,2,99,4
2,52,0,28,154,1,0,2,13,8
1,79,9,238,83,1,0,1,20,2
1,98,8,88,101,2,0,1,40,6
2,79,8,618,193,2,0,2,81,1
2,95,1,416,153,2,1,2,29,6
2,57,3,182,103,2,2,1,15,7
1,63,8,107,28,1,4,1,51,4
2,67,6,919,139,2,2,2,99,7
2,99,5,324,17,2,2,1,48,6
1,95,6,328,42,2,5,1,86,1
2,93,10,370,29,2,3,1,37,1
1,87,6,280,43,2,1,2,22,0
2,16,8,690,119,1,2,2,53,6
2,62,9,14,6,1,1,2,29,7
2,35,2,225,164,2,3,2,4,10
2,12,5,578,98,1,1,2,29,3
1,19,5,159,103,1,0,1,81,3
2,81,8,393,60,2,4,2,3,6
2,94,9,327,139,1,0,2,102,4
1,65,4,598,40,1,5,1,0,6
2,36,10,117,102,1,1,1,14,1
2,23,7,465,101,2,2,2,64,10
1,24,5,337,11,2,0,1,51,6
2,8,8,83,0,2,1,2,69,3
1,36,5,768,0,2,2,2,51,6
1,96,5,891,188,1,0,1,47,10
2,1,2,119,13,1,0,2,92,1
1,34,7,663,161,2,4,2,100,1
1,31,8,558,83,2,1,1,5,1
2,54,10,546,184,2,0,1,100,0
2,41,4,524,122,1,1,2,31,1
2,61,2,741,72,1,4,1,85,1
2,21,0,359,114,1,2,2,38,6
1,1,0,467,115,2,0,2,94,9
2,50,0,214,5,1,1,1,32,3
1,16,7,135,130,2,5,1,24,7
2,76,4,299,125,2,0,1,37,6
1,34,6,28,36,2,0,2,82,7
2,68,9,682,168,1,1,1,18,3
1,64,8,695,193,1,5,2,44,2
1,81,1,827,88,1,5,2,99,2
1,92,7,826,137,2,4,1,104,1
2,43,5,823,135,1,0,1,10,2
1,55,5,566,110,2,3,2,75,4
2,67,10,47,85,1,0,2,85,5
1,38,6,259,117,1,3,2,17,7
1,80,1,618,25,1,0,1,19,4
1,54,10,980,19,2,3,2,17,10
2,60,8,391,139,1,3,1,18,0
2,45,3,107,79,2,5,1,25,6
1,44,8,975,171,2,2,1,99,8
2,39,9,868,114,1,2,1,35,8
1,55,7,1000,156,2,4,1,16,10
2,63,2,702,29,2,1,1,21,10
1,73,10,945,10,2,4,2,11,9
1,51,1,613,105,1,1,2,7,1
2,23,5,572,38,1,4,1,61,10
1,30,7,188,22,2,0,1,50,9
2,41,1,187,6,1,5,1,85,4
1,4,8,993,143,2,0,1,12,0
2,3,10,316,165,1,5,2,93,3
1,87,10,780,41,1,1,2,26,3
1,73,8,748,196,1,3,2,1,2
2,83,10,638,30,2,5,1,56,10
1,57,2,764,75,1,5,2,47,10
1,24,4,363,121,1,3,1,77,1
1,20,7,607,101,2,1,2,96,0
1,67,3,846,37,2,2,1,67,5
2,79,8,799,146,2,5,1,93,0
2,89,9,427,48,1,3,1,11,2
1,32,6,141,42,1,3,1,99,3
1,37,0,285,147,1,3,1,79,5
1,32,3,636,0,1,0,2,11,7
2,10,7,444,187,2,5,1,19,2
2,28,1,64,136,1,0,2,1,4
1,28,3,165,51,1,2,1,77,2
1,79,7,997,21,2,5,1,9,7
2,7,7,970,147,2,1,2,101,2
1,22,6,810,100,1,1,2,65,0
2,8,6,145,48,1,5,2,6,4
1,72,5,488,124,2,3,2,77,3
2,55,6,466,142,2,0,2,90,4
2,16,6,652,75,2,1,2,43,9
1,62,7,733,43,2,3,2,14,1
1,75,7,343,75,2,1,2,75,0
1,60,1,152,14,1,1,2,88,6
2,54,2,429,106,1,1,2,18,3
2,95,4,145,49,1,5,1,72,1
1,49,7,966,127,2,4,1,27,10
1,99,2,161,113,1,0,2,64,10
1,64,5,343,131,1,0,1,53,8
1,53,6,439,158,1,1,1,12,6
1,50,5,24,57,2,0,1,64,1
2,59,6,960,40,2,5,2,72,4
1,37,4,952,63,2,3,1,20,4
1,76,7,594,113,2,1,1,32,0
2,92,8,193,11,2,4,1,77,9
1,1,8,186,165,2,0,1,56,8
2,14,4,270,152,1,0,2,82,8
2,40,0,913,58,2,0,1,38,4
1,84,9,709,99,2,0,2,34,9
1,85,9,845,14,1,2,1,31,0
2,63,3,404,142,1,4,2,12,8
2,12,7,439,85,1,4,2,89,4
2,19,6,239,149,2,5,2,95,10
1,7,8,64,190,2,5,2,46,0
2,36,2,40,192,1,4,2,22,10
2,19,0,847,34,2,3,2,16,1
1,56,5,261,30,1,3,1,7,1
2,80,7,269,115,2,0,2,11,6
2,99,0,442,149,2,3,2,76,1
2,19,2,198,96,2,1,2,41,7
2,49,3,47,172,1,1,1,0,2
2,55,7,609,11,2,3,1,51,6
1,85,5,746,51,2,4,1,101,3
2,26,10,765,131,1,3,2,90,9
1,60,3,292,40,1,0,2,39,9
2,93,3,839,140,1,3,1,103,7
2,92,6,204,127,1,3,2,92,9
1,90,4,264,136,2,4,2,23,1
1,100,0,711,96,1,5,1,80,2
2,88,3,680,148,2,1,2,70,0
2,21,3,259,102,2,2,2,62,2
2,60,6,97,147,1,0,1,94,8
2,35,1,423,90,1,2,2,1,3
1,37,6,396,170,2,3,2,73,8
2,5,6,441,51,1,5,2,56,10
1,14,4,559,178,2,2,1,77,7
1,32,0,73,151,2,2,2,60,4
2,37,0,418,180,2,0,1,15,6
2,59,10,73,1,1,1,2,66,5
2,71,7,132,169,2,4,2,89,5
2,23,7,813,126,2,2,1,42,4
2,2,6,882,117,1,3,2,46,2
2,30,7,62,71,2,3,2,27,4
2,86,4,95,17,2,3,1,91,6
1,24,3,602,121,2,1,1,91,6
2,8,5,163,147,2,4,2,28,0
2,33,4,383,32,2,3,2,16,0
2,24,10,583,11,1,4,1,87,0
1,89,2,342,82,2,2,1,34,1
2,6,9,667,86,1,0,1,52,10
2,29,6,78,110,1,2,2,90,9
1,57,2,543,92,2,4,1,60,10
2,40,7,109,185,1,2,1,105,7
1,89,1,923,173,2,2,2,99,2
2,56,1,687,113,2,4,2,99,0
1,6,4,891,71,2,3,1,0,10
1,95,0,546,84,2,0,1,7,7
2,23,7,331,38,2,5,2,39,7
1,15,2,808,32,1,0,1,10,7
1,97,9,385,148,2,4,1,14,2
2,79,9,227,166,2,1,2,60,9
2,89,5,585,185,1,4,2,65,1
1,30,8,639,164,2,2,2,44,3
1,12,10,757,128,2,1,1,3,7
1,51,10,342,112,2,2,1,92,8
2,19,8,585,87,2,4,2,46,3
2,48,8,816,57,2,3,1,39,5
2,31,5,826,175,2,1,1,92,8
2,51,9,29,144,1,3,1,31,6
1,9,9,984,107,1,0,1,39,9
1,47,10,802,158,2,5,2,79,1
2,77,3,841,65,2,1,1,35,3
1,59,7,279,21,1,4,2,98,0
1,13,8,993,63,2,4,2,53,9
1,75,2,514,25,1,0,1,32,3
2,84,4,481,119,1,0,1,28,4
2,77,0,719,115,2,4,2,6,5
1,53,4,149,147,2,0,2,4,2
2,85,10,101,65,1,1,2,80,4
1,20,8,686,55,2,4,2,81,5
2,93,3,187,27,1,2,1,105,3
1,58,9,6,54,1,0,2,66,1
1,41,10,110,178,2,2,1,78,8
2,47,0,371,60,2,4,1,62,1
1,71,7,988,59,1,5,2,65,5
1,74,5,106,145,2,3,2,63,9
2,99,4,710,158,1,1,2,82,8
2,72,9,796,77,1,1,2,24,7
1,72,4,859,124,2,2,2,26,0
2,91,6,24,66,1,5,1,79,5
2,11,3,782,64,1,0,2,84,8
2,62,10,917,181,2,5,1,73,9
1,76,2,195,72,2,2,2,63,3
1,84,5,818,5,1,3,1,1,4
2,15,5,261,88,2,5,2,99,0
2,74,7,962,12,2,4,1,38,5
1,75,8,379,190,1,5,2,56,3
1,88,7,939,32,2,1,1,98,9
2,0,4,197,173,1,5,2,76,9
2,85,10,940,129,1,0,1,50,1
2,100,3,484,183,2,1,2,100,9
2,64,2,796,28,2,0,1,93,9
2,81,3,296,79,1,0,1,29,9
2,27,9,424,18,2,4,2,1,2
2,39,6,698,59,2,2,2,47,4
2,40,6,443,57,1,5,2,71,4
1,58,4,501,189,2,1,1,51,10
2,54,10,246,4,2,4,1,6,5
1,81,6,247,68,1,2,1,89,10
1,12,7,526,81,2,2,2,86,2
1,84,4,271,50,2,4,1,3,0
2,3,10,190,120,2,3,1,3,2
2,92,3,405,149,2,5,1,50,8
2,48,1,487,91,1,2,2,40,3
1,73,2,241,115,2,3,2,98,2
1,85,5,188,110,1,5,2,24,10
1,75,5,416,166,2,2,2,97,8
1,48,0,557,105,2,1,1,37,9
1,58,2,276,30,2,4,1,96,7
1,69,5,240,199,2,2,2,5,7
1,66,4,794,164,1,2,2,86,3
1,28,2,699,57,1,0,2,88,4
1,84,5,638,22,1,5,2,51,6
1,95,0,204,58,2,5,2,37,9
2,98,3,893,195,1,3,2,66,1
1,64,5,399,101,2,1,1,89,8
1,87,6,134,151,1,1,1,33,1
1,70,9,73,105,2,1,1,8,7
1,25,8,347,85,1,0,1,55,4
1,49,6,132,186,1,3,1,63,7
1,73,9,786,33,1,2,1,20,9
1,45,0,71,83,1,4,1,98,9
1,28,5,524,108,1,3,2,59,9
2,71,7,178,27,1,4,2,22,0
2,67,6,802,137,1,4,2,43,5
1,47,1,826,50,2,2,2,70,8
2,71,4,290,80,1,1,2,35,8
2,99,4,6,93,1,1,1,56,7
2,38,8,978,43,1,1,1,87,2
1,42,4,257,77,1,2,1,55,2
2,53,5,908,199,1,5,1,35,4
1,51,0,976,48,2,2,2,49,10
2,72,3,509,8,2,1,1,70,2
2,22,7,879,100,1,4,1,24,1
2,28,5,401,3,1,4,2,91,6
2,100,1,973,121,2,2,2,14,2
2,93,2,851,55,2,3,2,16,2
2,40,9,992,78,2,3,2,9,4
1,58,10,701,138,2,5,1,99,8
1,9,0,783,125,1,3,1,86,10
2,6,9,906,177,2,4,2,90,1
1,35,7,907,60,2,5,1,6,7
2,64,9,804,195,1,4,2,32,6
2,6,3,356,176,1,3,1,69,5
2,82,8,854,76,2,3,1,27,10
1,14,0,11,108,1,5,1,76,1
1,70,9,835,74,1,0,2,41,1
1,26,7,74,10,2,5,2,8,5
1,59,6,204,49,2,0,1,77,9
1,13,6,246,93,2,2,2,58,1
2,59,6,890,125,1,0,2,79,8
2,16,8,162,89,2,2,1,73,7
2,5,9,724,170,2,0,1,53,1
1,98,0,622,61,1,1,2,10,0
1,95,4,474,49,1,5,1,34,0
1,45,3,312,174,2,3,2,54,0
1,72,7,130,89,1,0,1,101,4
2,8,1,73,99,1,2,1,51,1
2,9,8,30,40,1,3,1,86,5
2,58,5,777,127,1,3,2,85,9
1,95,8,588,108,1,0,2,21,3
1,56,7,919,118,2,1,2,102,1
2,54,0,891,78,1,1,2,98,6
2,58,3,266,2,2,4,2,82,3
1,18,8,404,55,2,2,1,10,1
2,96,10,722,143,2,4,1,33,10
2,75,4,431,136,2,2,2,60,4
2,83,10,490,73,1,4,1,92,4
2,52,0,707,162,2,1,1,71,1
2,82,3,2,172,1,1,1,69,3
1,18,10,626,177,1,1,1,69,8
1,57,10,489,184,2,1,2,34,10
1,52,6,935,53,1,2,1,18,1
1,25,0,269,100,1,4,2,16,10
2,52,6,50,71,2,2,2,4,2
1,97,9,385,147,2,0,2,59,4
2,56,6,880,134,1,2,2,2,10
2,98,1,837,41,1,3,1,66,7
2,41,1,47,180,2,5,2,42,1
1,18,6,878,89,2,1,2,28,2
2,5,7,448,118,2,2,1,86,0
1,98,1,880,24,1,2,1,104,5
1,55,2,363,171,1,1,2,94,6
2,82,3,664,24,2,4,1,72,1
1,11,0,412,131,1,1,2,27,5
1,17,10,480,55,1,2,2,3,6
1,7,2,429,152,2,1,1,59,1
1,47,4,357,122,2,1,2,78,3
2,10,6,25,32,1,1,2,40,6
1,8,8,295,132,1,0,1,67,3
1,73,2,166,195,2,0,2,81,10
1,68,0,661,14,2,2,1,17,10
1,66,8,188,106,2,5,2,46,2
2,68,0,880,95,1,0,2,88,8
2,62,6,872,131,2,5,2,84,0
2,35,0,24,182,2,0,2,17,3
1,35,1,660,135,2,1,1,40,4
2,11,7,396,9,2,5,1,31,7
2,97,5,877,193,1,4,2,20,4
2,85,3,553,48,1,0,1,62,10
2,73,6,436,158,1,5,1,11,5
1,13,5,145,17,2,3,2,93,8
2,92,4,691,122,2,3,1,25,3
2,89,6,601,53,2,0,2,30,9
2,0,6,895,74,1,0,1,80,4
1,58,9,24,19,1,4,2,96,0
2,49,0,514,83,1,5,2,105,6
1,96,5,136,98,2,0,2,65,1
1,3,5,260,184,2,1,1,48,3
1,45,6,922,128,2,0,1,101,0
1,44,2,153,186,1,3,2,89,8
1,71,2,0,115,1,3,2,29,3
1,52,1,329,1,2,2,1,50,6
1,12,9,584,65,1,4,2,54,0
1,0,1,120,96,2,5,2,31,9
2,72,10,823,128,2,0,1,3,5
2,46,2,232,78,1,0,2,42,3
2,48,0,494,143,1,3,2,32,5
1,2,4,610,4,1,4,2,1,0
2,76,3,564,83,2,5,1,20,1
2,55,4,54,73,1,4,1,50,0
1,16,6,224,160,2,4,1,9,10
1,57,4,63,91,2,1,2,97,5
1,22,10,684,98,1,0,2,58,7
1,4,2,822,184,2,3,2,73,9
2,4,7,299,32,2,2,1,8,0
1,58,7,291,97,2,1,1,79,6
2,46,2,577,163,2,3,1,36,8
2,62,7,845,36,2,2,1,73,8
2,29,1,544,106,1,2,2,65,8
1,34,5,332,191,1,2,1,89,2
1,80,6,390,185,1,2,1,78,8
2,33,5,90,105,2,1,2,92,4
1,18,9,170,33,2,1,1,11,4
2,100,3,91,117,2,5,1,66,0
1,14,3,299,53,2,2,1,26,3
1,8,8,694,103,1,4,2,76,8
2,53,1,153,43,1,5,1,100,0
1,64,10,836,158,2,0,1,92,10
2,43,7,61,58,1,1,1,70,10
1,71,7,167,7,1,2,2,53,9
1,98,0,742,49,1,5,1,80,6
2,56,10,463,74,2,3,1,19,6
2,71,6,350,117,2,4,2,18,2
1,1,4,36,141,2,0,2,86,5
2,54,10,590,38,2,1,1,72,7
1,12,2,548,49,1,4,2,89,5
1,8,9,431,103,1,3,2,14,1
2,59,4,102,5,2,1,2,71,10
2,84,7,77,186,1,2,1,2,9
2,88,0,873,110,2,0,1,35,2
1,16,7,362,32,2,0,2,58,3
2,27,5,578,111,2,0,1,77,1
1,99,7,185,120,1,3,1,26,6
2,75,8,724,189,1,3,2,86,7
1,45,10,477,41,2,2,2,10,4
1,87,7,191,5,1,5,1,53,1
2,50,3,455,12,2,2,2,47,7
1,99,6,134,27,2,5,2,39,5
1,16,3,122,119,2,2,1,36,0
2,17,1,48,37,2,4,2,33,1
1,16,3,608,142,2,1,1,28,7
2,29,6,678,189,1,1,1,67,10
1,32,1,376,159,1,3,1,46,3
1,51,1,425,170,1,5,2,72,5
2,39,0,675,160,2,0,2,41,0
2,80,0,622,60,1,0,1,98,10
1,28,2,669,78,2,4,2,53,7
1,99,10,108,200,1,4,2,5,0
2,43,5,759,50,1,1,2,75,6
2,5,9,263,182,2,5,2,40,3
1,76,5,909,132,2,4,2,79,5
2,22,1,740,27,1,0,1,95,9
1,47,4,675,10,1,2,1,62,8
1,11,0,959,199,2,1,1,103,4
2,6,1,567,46,2,4,2,78,10
1,29,2,194,62,2,3,2,103,6
1,47,2,310,55,2,2,1,5,8
1,48,9,631,177,1,3,1,13,3
1,18,6,347,180,2,2,1,62,0
2,88,8,978,120,2,5,2,72,10
2,81,9,568,143,1,2,2,82,5
2,23,4,658,145,2,0,1,57,5
2,40,6,564,85,1,1,2,44,3
2,97,6,836,179,1,2,2,10,8
1,99,9,893,138,1,0,2,98,3
1,80,9,186,66,1,4,1,40,2
1,36,7,171,197,2,2,1,81,9
2,40,8,44,168,2,1,1,39,7
2,49,7,309,87,2,1,1,62,5
1,77,8,64,43,1,1,1,82,9
2,9,10,988,103,1,5,1,89,0
2,43,8,891,172,1,3,1,98,9
1,13,0,847,8,1,1,1,49,8
1,39,8,527,113,2,4,1,77,4
2,72,6,436,27,1,0,2,69,5
1,58,4,79,22,1,2,1,57,0
1,32,2,347,15,2,3,2,10,1
2,2,2,861,77,1,3,1,20,3
2,12,10,956,41,2,1,2,56,0
1,24,1,478,194,1,2,2,34,1
1,80,6,146,94,1,0,2,90,4
2,39,6,497,61,2,5,1,80,3
1,32,7,494,187,2,0,1,88,2
1,92,0,199,69,1,1,1,82,1
1,14,5,678,121,1,4,1,86,6
2,68,0,12,89,1,3,2,8,0
1,57,2,928,123,2,5,1,0,0
2,58,3,789,124,1,4,2,10,2
1,99,6,419,126,2,3,2,34,0
1,46,0,206,159,2,5,1,101,3
2,59,7,140,46,1,0,1,40,8
1,60,2,82,183,1,3,1,105,5
1,99,0,105,191,1,4,1,78,9
1,6,6,48,59,1,0,2,73,0
2,100,0,951,7,2,0,2,63,0
2,89,8,99,96,2,0,2,43,9
2,13,2,156,189,1,5,2,29,10
1,43,8,380,131,2,5,1,3,8
1,92,7,401,39,2,1,2,33,0
2,69,5,207,110,1,4,1,4,5
1,78,10,403,69,1,4,1,69,10
2,12,5,693,112,2,4,1,52,7
2,39,7,897,148,1,5,1,94,7
1,64,7,640,53,2,3,1,105,1
1,55,7,710,182,2,3,2,19,4
2,50,8,519,152,1,5,1,40,0
1,7,10,578,68,2,5,2,71,7
2,76,4,86,200,1,4,1,52,5
2,49,0,585,91,2,0,2,86,2
1,24,1,914,118,1,4,1,35,7
2,87,5,917,139,1,0,1,91,6
1,81,3,330,50,2,2,2,92,8
2,16,10,1000,174,1,4,2,78,6
2,47,5,692,70,1,3,1,72,8
2,55,9,311,0,1,3,2,100,0
2,13,8,775,95,1,4,2,28,6
2,27,9,954,110,1,3,1,40,3
2,54,0,962,181,1,5,1,57,0
2,10,10,363,99,1,5,2,6,1
2,79,2,108,113,2,0,1,2,4
2,11,0,156,165,2,1,1,82,1
2,62,5,10,56,2,3,1,93,6
2,53,10,984,145,1,2,1,86,9
1,60,7,251,199,2,5,1,50,0
1,58,8,253,71,1,4,1,102,2
1,57,5,152,22,1,4,1,80,6
2,53,9,71,45,2,2,1,2,7
2,57,6,314,59,2,5,2,39,2
1,0,4,656,149,1,1,2,88,9
1,22,7,952,114,2,2,2,92,0
1,53,7,881,20,1,0,1,54,5
1,96,7,935,112,2,5,1,86,2
2,16,2,133,123,2,1,2,97,2
1,43,5,509,99,1,2,1,22,1
1,63,3,499,91,2,1,1,15,0
2,78,3,347,48,1,5,1,84,2
1,79,3,488,138,1,3,2,4,7
1,15,0,978,74,2,3,1,34,7
2,56,10,571,149,1,3,1,5,3
1,70,10,999,108,2,5,2,77,3
1,71,6,561,67,1,5,2,22,4
2,8,8,57,66,2,4,2,35,0
1,10,10,20,80,1,3,1,23,1
1,13,4,977,192,2,4,2,14,9
1,17,3,38,184,2,2,1,63,7
1,58,7,457,23,2,1,2,36,7
2,37,1,850,32,2,1,1,9,8
1,17,9,440,47,2,1,2,43,7
2,27,5,335,199,1,3,1,72,5
2,16,5,608,60,1,4,1,72,7
1,14,10,219,11,1,2,1,17,7
1,65,3,409,150,2,3,2,90,6
1,79,7,732,163,2,3,2,69,8
1,82,5,236,131,1,2,2,96,0
2,48,10,460,92,1,2,1,33,5
1,12,8,72,193,2,5,1,9,5
1,31,2,922,135,1,4,1,98,7
2,48,8,877,59,1,3,1,40,9
1,38,0,2,19,2,0,2,30,2
1,55,3,3,21,1,1,2,82,6
1,10,9,255,72,1,3,2,83,9
1,75,8,774,15,2,4,2,52,1
1,87,7,15,178,1,5,1,37,0
2,87,1,787,14,2,2,1,88,3
